regname;regcode;year;month;count_0;count_4;min_0;min_4;max_0;max_4;mean_0;mean_4;sum_0;sum_4;nodata_0;nodata_4;median_0;median_4;std_0;std_4;percentile_90_0;percentile_90_4
 Glodeni;MDA.20_1;2022;5;5561;5561;0;0;54.0;38.0;0.28933645027872684;13.049.811.185.038.600;1609.0;7257.0;0;0;0;0;2.011.719.737.263.370;3.038.823.062.872.830;0;5.0
 Glodeni;MDA.20_1;2022;6;4707;4707;0;0;48.0;31.0;0.6981091990652221;429.594.221.372.424;3286.0;20221.0;854.0;854.0;0;5.0;2.513.866.923.960.230;41.247.992.784.863.600;5.0;9.0
 Glodeni;MDA.20_1;2022;7;5561;5561;0;0;43.0;42.0;0.3997482467182161;0.8284481208415753;2223.0;4607.0;0;0;0;0;19.806.817.256.847.900;2.518.135.604.872.160;0;5.0
 Glodeni;MDA.20_1;2022;8;5561;5561;0;0;34.0;29.0;0.44524366121201225;24.303.182.880.776.800;2476.0;13515.0;0;0;0;0;20.164.570.483.954.100;3.055.361.872.045.210;0;6.0
 Glodeni;MDA.20_1;2022;9;5561;5561;0;0;47.0;32.0;0.30731882754900197;0.6105017083258407;1709.0;3395.0;0;0;0;0;19.969.312.963.542.400;22.279.044.232.384.300;0;0
 Glodeni;MDA.20_1;2022;10;5561;5561;0;0;48.0;37.0;0.17478870706707428;0.2589462326919619;972.0;1440.0;0;0;0;0;15.857.725.520.126.000;16.375.997.795.886.800;0;0
 Glodeni;MDA.20_1;2022;11;5561;5561;0;0;37.0;40.0;0.1587843912965294;0.6621111310915303;883.0;3682.0;0;0;0;0;14.670.629.096.048.300;21.460.814.696.550.700;0;5.0
 Glodeni;MDA.20_1;2022;12;5561;5561;0;0;37.0;37.0;0.4006473655817299;22.965.294.011.868.300;2228.0;12771.0;0;0;0;0;20.890.685.621.106.400;3.066.663.953.531.900;0;6.0
 Hîncesti;MDA.21_1;2022;1;8570;8570;0;0;368.0;449.0;28.536.756.126.021.000;5.032.438.739.789.960;24456.0;43128.0;0;0;0;5.0;13.827.266.238.272.100;14.876.774.996.929.100;6.0;8.0
 Hîncesti;MDA.21_1;2022;2;8570;8570;0;0;302.0;290.0;11.023.337.222.870.400;17.016.336.056.009.300;9447.0;14583.0;0;0;0;0;10.405.440.488.190.400;10.211.920.626.678.900;0;5.0
 Hîncesti;MDA.21_1;2022;3;8570;8570;0;0;325.0;347.0;12.305.717.619.603.200;14.882.147.024.504.000;10546.0;12754.0;0;0;0;0;12.074.508.043.003.400;12.243.938.846.206.900;0;0
 Hîncesti;MDA.21_1;2022;4;8570;8570;0;0;334.0;360.0;12.820.303.383.897.300;2.052.275.379.229.870;10987.0;17588.0;0;0;0;0;12.094.162.515.013.900;11.354.100.008.573.100;0;6.0
 Hîncesti;MDA.21_1;2022;5;8570;8570;0;0;321.0;337.0;1.418.203.033.838.970;2.367.561.260.210.030;12154.0;20290.0;0;0;0;0;11.792.988.643.044.300;11.191.679.804.793.100;0;6.0
 Hîncesti;MDA.21_1;2022;6;8570;8570;0;0;307.0;341.0;14.921.820.303.383.800;21.584.597.432.905.400;12788.0;18498.0;0;0;0;0;11.080.694.661.823.700;10.774.731.729.157.300;0;6.0
 Hîncesti;MDA.21_1;2022;7;8570;8570;0;0;298.0;294.0;13.350.058.343.057.100;15.837.806.301.050.100;11441.0;13573.0;0;0;0;0;10.195.310.875.909.600;987.434.676.809.396;0;5.0
 Hîncesti;MDA.21_1;2022;8;8570;8570;0;0;293.0;291.0;13.900.816.802.800.400;3.640.140.023.337.220;11913.0;31196.0;0;0;0;5.0;9.627.829.150.905.330;9.238.801.236.548.210;0;6.0
 Hîncesti;MDA.21_1;2022;9;8570;8570;0;0;303.0;295.0;12.016.336.056.009.300;17.017.502.917.152.800;10298.0;14584.0;0;0;0;0;10.681.675.915.565.400;99.383.494.807.768;0;5.0
 Hîncesti;MDA.21_1;2022;10;8570;8570;0;0;294.0;269.0;12.540.256.709.451.500;14.719.953.325.554.200;10747.0;12615.0;0;0;0;0;10.529.416.404.292.100;9.576.503.838.750.710;0;5.0
 Hîncesti;MDA.21_1;2022;11;8570;8570;0;0;236.0;246.0;0.9583430571761961;16.493.582.263.710.600;8213.0;14135.0;0;0;0;0;8.303.533.771.865.730;8.231.873.913.608.620;0;5.0
 Hîncesti;MDA.21_1;2022;12;8570;8570;0;0;239.0;277.0;0.9379229871645274;3.755.892.648.774.790;8038.0;32188.0;0;0;0;5.0;8.392.132.331.391.180;8.815.450.842.776.250;0;6.0
 Ialoveni;MDA.22_1;2022;1;5553;5553;0;0;190.0;165.0;4.889.969.385.917.520;8.178.642.175.400.680;27154.0;45416.0;0;0;0;5.0;14.536.724.677.886.300;13.566.138.732.462.100;12.0;16.0
 Ialoveni;MDA.22_1;2022;2;5553;5553;0;0;158.0;145.0;4.303.979.830.722.130;5.159.373.311.723.390;23900.0;28650.0;0;0;0;0;12.415.758.867.650.100;1.160.363.426.786.730;11.0;12.0
 Ialoveni;MDA.22_1;2022;3;5553;5553;0;0;154.0;187.0;4.455.969.746.083.190;4.791.644.156.311.900;24744.0;26608.0;0;0;0;0;13.460.733.087.121.800;13.089.710.632.907.100;11.0;12.0
 Ialoveni;MDA.22_1;2022;4;5553;5553;0;0;156.0;188.0;45.056.726.094.003.200;5.446.425.355.663.600;25020.0;30244.0;0;0;0;0;14.055.561.528.763.300;12.442.370.749.545.100;11.0;12.0
 Ialoveni;MDA.22_1;2022;5;5553;5553;0;0;177.0;176.0;516.549.612.821.898;696.578.426.075.995;28684.0;38681.0;0;0;0;5.0;14.653.073.787.206.500;13.424.200.759.750.800;13.800.000.000.000.100;16.0
 Ialoveni;MDA.22_1;2022;6;5553;5553;0;0;161.0;173.0;5.562.398.703.403.560;66.374.932.468.935.700;30888.0;36858.0;0;0;0;0;14.816.098.369.931.400;1.302.445.630.633.510;16.0;17.0
 Ialoveni;MDA.22_1;2022;7;5553;5553;0;0;158.0;163.0;49.798.307.221.321.800;5.224.743.381.955.690;27653.0;29013.0;0;0;0;0;13.154.744.967.209.600;12.163.774.663.201.500;16.0;14.0
 Ialoveni;MDA.22_1;2022;8;5553;5553;0;0;128.0;121.0;519.412.929.947.776;7.075.994.957.680.530;28843.0;39293.0;0;0;0;5.0;12.210.713.240.795.500;10.479.258.669.374.100;14.0;13.0
 Ialoveni;MDA.22_1;2022;9;5553;5553;0;0;127.0;114.0;4.472.717.450.027.010;5.185.125.157.572.480;24837.0;28793.0;0;0;0;0;12.336.845.300.593.200;10.099.840.967.219.300;13.0;13.0
 Ialoveni;MDA.22_1;2022;10;5553;5553;0;0;122.0;116.0;3.715.829.281.469.470;39.490.365.568.161.300;20634.0;21929.0;0;0;0;0;10.175.177.143.168.500;9.245.696.623.780.780;11.0;10.0
 Ialoveni;MDA.22_1;2022;11;5553;5553;0;0;80.0;77.0;27.035.836.484.783;3.398.343.237.889.420;15013.0;18871.0;0;0;0;0;7.865.839.982.172.190;6.702.830.932.520.710;8.0;9.0
 Ialoveni;MDA.22_1;2022;12;5553;5553;0;0;77.0;89.0;25.715.829.281.469.400;53.763.731.316.405.500;14280.0;29855.0;0;0;0;5.0;7.265.089.314.107.040;6.819.392.958.557.630;8.0;10.0
 Leova;MDA.23_1;2022;1;5015;5015;0;0;84.0;69.0;0.6305084745762712;2.901.495.513.459.620;3162.0;14551.0;0;0;0;0;4.586.953.891.491.600;4.252.764.950.893.370;0;6.0
 Leova;MDA.23_1;2022;2;5015;5015;0;0;81.0;79.0;0.2817547357926221;0.5353938185443669;1413.0;2685.0;0;0;0;0;31.168.944.509.895.000;3.225.010.301.550.420;0;0
 Leova;MDA.23_1;2022;3;5015;5015;0;0;85.0;85.0;0.32901296111665007;0.41256231306081753;1650.0;2069.0;0;0;0;0;36.621.839.044.457.500;34.876.054.163.615.900;0;0
 Leova;MDA.23_1;2022;4;5015;5015;0;0;88.0;82.0;0.3136590229312064;0.7048853439680958;1573.0;3535.0;0;0;0;0;3.461.038.357.465.900;35.571.177.660.305.700;0;0
 Leova;MDA.23_1;2022;5;5015;5015;0;0;99.0;74.0;0.40837487537387834;0.9449651046859422;2048.0;4739.0;0;0;0;0;3.994.503.907.451.700;36.920.547.489.130.900;0;5.0
 Leova;MDA.23_1;2022;6;5015;5015;0;0;109.0;89.0;0.41994017946161516;0.6717846460618145;2106.0;3369.0;0;0;0;0;38.167.810.709.000.800;34.578.723.028.612.300;0;0
 Leova;MDA.23_1;2022;7;5015;5015;0;0;93.0;73.0;0.35373878364905287;0.5098703888334996;1774.0;2557.0;0;0;0;0;32.455.035.970.962.900;3.052.457.990.505.210;0;0
 Leova;MDA.23_1;2022;8;5015;5015;0;0;90.0;56.0;0.44965104685942175;2.149.950.149.551.340;2255.0;10782.0;0;0;0;0;32.059.589.609.488.900;34.234.321.716.671.200;0;5.0
 Leova;MDA.23_1;2022;9;5015;5015;0;0;112.0;63.0;0.3395812562313061;0.6089730807577268;1703.0;3054.0;0;0;0;0;35.912.459.511.543.500;3.056.796.889.001.840;0;0
 Leova;MDA.23_1;2022;10;5015;5015;0;0;84.0;72.0;0.2576271186440678;0.38444666001994016;1292.0;1928.0;0;0;0;0;27.722.864.994.867.700;27.556.083.241.614.200;0;0
 Leova;MDA.23_1;2022;11;5015;5015;0;0;79.0;49.0;0.19900299102691923;0.4087736789631107;998.0;2050.0;0;0;0;0;25.071.540.715.272.900;2.283.060.598.087.900;0;0
 Leova;MDA.23_1;2022;12;5015;5015;0;0;63.0;55.0;0.1818544366899302;17.940.179.461.615.100;912.0;8997.0;0;0;0;0;22.717.717.557.047.100;33.265.666.940.206.700;0;5.0
 Nisporeni;MDA.24_1;2022;1;5629;5629;0;0;149.0;48.0;2.138.390.477.882.390;26.887.546.633.505.000;12037.0;15135.0;0;0;0;0;6.372.897.314.750.500;4.318.520.316.534.200;6.0;7.0
 Nisporeni;MDA.24_1;2022;2;5629;5629;0;0;49.0;45.0;0.4405755906910641;10.001.776.514.478.500;2480.0;5630.0;0;0;0;0;2.718.359.460.245.280;30.564.360.543.157.500;0;5.0
 Nisporeni;MDA.24_1;2022;3;5629;5629;0;0;56.0;49.0;0.4551430094155267;0.6612186889323148;2562.0;3722.0;0;0;0;0;293.586.092.593.325;3.057.306.165.189.450;0;0
 Nisporeni;MDA.24_1;2022;4;5629;5629;0;0;66.0;87.0;0.4894297388523716;13.826.612.186.889.300;2755.0;7783.0;0;0;0;0;340.175.988.931.438;41.942.898.636.673.400;0;5.0
 Nisporeni;MDA.24_1;2022;5;5629;5629;0;0;122.0;78.0;0.6759637591046367;17.278.379.818.795.500;3805.0;9726.0;0;0;0;0;4.327.032.651.194.860;4.620.873.181.791.810;0;6.0
 Nisporeni;MDA.24_1;2022;6;5629;5629;0;0;92.0;60.0;0.9600284242316575;23.004.085.983.300.700;5404.0;12949.0;0;0;0;0;3.977.017.078.410.710;4.428.885.968.508.420;5.0;6.0
 Nisporeni;MDA.24_1;2022;7;5629;5629;0;0;85.0;54.0;0.6294190797655;0.8495292236631728;3543.0;4782.0;0;0;0;0;3.368.971.312.290.470;3.265.629.601.522.570;0;0
 Nisporeni;MDA.24_1;2022;8;5629;5629;0;0;98.0;46.0;0.6413217267720732;32.053.650.737.253.500;3610.0;18043.0;0;0;0;5.0;3.590.982.482.598.230;3.583.845.784.686.600;0;6.0
 Nisporeni;MDA.24_1;2022;9;5629;5629;0;0;79.0;41.0;0.48587670989518567;0.988807958784864;2735.0;5566.0;0;0;0;0;3.056.701.301.353.870;2.984.126.147.644.660;0;5.0
 Nisporeni;MDA.24_1;2022;10;5629;5629;0;0;58.0;50.0;0.3791081897317463;0.5803872801563332;2134.0;3267.0;0;0;0;0;26.211.278.955.555;254.352.325.070.287;0;0
 Nisporeni;MDA.24_1;2022;11;5629;5629;0;0;57.0;37.0;0.3263457097175342;0.8841712559957363;1837.0;4977.0;0;0;0;0;24.547.604.376.810.600;25.803.306.328.783.800;0;5.0
 Nisporeni;MDA.24_1;2022;12;5629;5629;0;0;57.0;48.0;0.3147983656066797;32.417.836.205.365.000;1772.0;18248.0;0;0;0;5.0;2.379.599.492.768.510;3.282.027.711.139.370;0;6.0
 Ocniţa;MDA.25_1;2022;1;4594;4594;0;0;119.0;102.0;27.113.626.469.307.700;4.617.109.272.964.730;12456.0;21211.0;0;0;0;5.0;8.080.128.573.778.510;8.554.054.801.702.650;7.0;9.0
 Ocniţa;MDA.25_1;2022;2;4594;4594;0;0;102.0;184.0;1.545.929.473.225.940;2.035.481.062.255.110;7102.0;9351.0;0;0;0;0;7.773.412.945.447.470;825.828.190.241.312;0;6.0
 Ocniţa;MDA.25_1;2022;3;4594;4594;0;0;141.0;122.0;1.609.272.964.736.610;2.001.523.726.599.910;7393.0;9195.0;0;0;0;0;8.380.892.880.269.320;7.983.207.633.617.200;0;6.0
 Ocniţa;MDA.25_1;2022;4;4594;4594;0;0;151.0;114.0;18.794.079.233.783.100;2.850.674.793.208.530;8634.0;13096.0;0;0;0;0;9.776.821.629.848.770;79.592.120.164.334.300;0;8.0
 Ocniţa;MDA.25_1;2022;5;4594;4594;0;0;133.0;119.0;17.718.763.604.701.700;25.106.660.861.993.900;8140.0;11534.0;0;0;0;0;8.474.897.328.275.370;7.840.791.406.110.410;5.0;7.0
 Ocniţa;MDA.25_1;2022;6;2385;2385;0;0;68.0;68.0;6.426.415.094.339.620;6.763.522.012.578.610;15327.0;16131.0;2209.0;2209.0;6.0;6.0;8.378.752.598.979.660;8.329.197.122.312.900;12.0;12.0
 Ocniţa;MDA.25_1;2022;7;4594;4594;0;0;126.0;116.0;20.078.363.082.281.200;2.713.539.399.216.360;9224.0;12466.0;0;0;0;0;8.239.209.350.486.070;76.090.965.004.807.400;6.0;7.0
 Ocniţa;MDA.25_1;2022;8;4594;4594;0;0;110.0;97.0;2.001.088.376.142.790;40.230.735.742.272.500;9193.0;18482.0;0;0;0;5.0;7.263.211.650.667.640;6.441.146.340.017.110;6.0;7.0
 Ocniţa;MDA.25_1;2022;9;4594;4594;0;0;121.0;105.0;16.295.167.609.925.900;20.502.829.777.971.200;7486.0;9419.0;0;0;0;0;7.884.194.434.581.330;6.376.781.331.228.610;0;6.0
 Ocniţa;MDA.25_1;2022;10;4594;4594;0;0;110.0;101.0;12.694.819.329.560.200;14.079.233.783.195.400;5832.0;6468.0;0;0;0;0;6.621.628.874.554.140;6.091.158.325.758.910;0;5.0
 Ocniţa;MDA.25_1;2022;11;4594;4594;0;0;84.0;78.0;10.091.423.595.994.700;14.897.692.642.577.200;4636.0;6844.0;0;0;0;0;546.412.720.540.702;51.420.826.697.672.700;0;5.0
 Ocniţa;MDA.25_1;2022;12;4594;4594;0;0;96.0;78.0;0.8972572921201567;2.047.017.849.368.740;4122.0;9404.0;0;0;0;0;5.575.099.840.620.480;4.992.110.539.780.540;0;6.0
 Orhei;MDA.26_1;2022;1;7390;7390;0;0;407.0;524.0;852.746.955.345.061;8.619.756.427.604.870;63018.0;63700.0;0;0;0;5.0;25.224.705.771.978.800;22.464.338.045.841.200;22.0;20.0
 Orhei;MDA.26_1;2022;2;7390;7390;0;0;309.0;303.0;5.0;5.386.197.564.276.040;36950.0;39804.0;0;0;0;0;18.824.120.075.505.500;16.397.852.066.309.500;10.0;12.0
 Orhei;MDA.26_1;2022;3;7390;7390;0;0;320.0;363.0;5.257.510.148.849.790;58.177.266.576.454.600;38853.0;42993.0;0;0;0;0;19.142.832.398.340.400;1.897.382.099.973.230;10.0;13.0
 Orhei;MDA.26_1;2022;4;7390;7390;0;0;376.0;308.0;5.582.273.342.354.530;6.483.491.204.330.170;41253.0;47913.0;0;0;0;0;2.039.042.293.505.980;1.804.279.788.740.670;14.100.000.000.000.300;15.0
 Orhei;MDA.26_1;2022;5;7390;7390;0;0;376.0;282.0;56.653.585.926.928.200;7.427.063.599.458.720;41867.0;54886.0;0;0;0;5.0;19.324.336.048.301.200;1.695.821.573.228.580;17.0;17.0
 Orhei;MDA.26_1;2022;6;7390;7390;0;0;305.0;229.0;573.382.949.932.341;7.042.219.215.155.610;42373.0;52042.0;0;0;0;5.0;1.804.746.951.710.760;15.247.941.042.509.300;16.0;16.0
 Orhei;MDA.26_1;2022;7;7390;7390;0;0;276.0;228.0;5.273.883.626.522.320;5.723.815.967.523.680;38974.0;42299.0;0;0;0;0;17.038.250.605.610.300;1.537.465.054.396.620;14.0;14.0
 Orhei;MDA.26_1;2022;8;7390;7390;0;0;260.0;247.0;5.318.132.611.637.340;7.474.289.580.514.200;39301.0;55235.0;0;0;0;5.0;16.064.884.802.318.900;13.892.709.973.045.800;15.0;15.0
 Orhei;MDA.26_1;2022;9;7390;7390;0;0;284.0;282.0;4.903.247.631.935.040;5.412.719.891.745.600;36235.0;40000.0;0;0;0;0;15.900.135.836.803.400;14.346.632.824.012.500;14.0;13.0
 Orhei;MDA.26_1;2022;10;7390;7390;0;0;282.0;256.0;4.295.669.824.086.600;4.868.606.224.627.870;31745.0;35979.0;0;0;0;0;15.030.960.206.879.000;14.376.069.315.498.600;10.0;11.0
 Orhei;MDA.26_1;2022;11;7390;7390;0;0;267.0;229.0;4.233.964.817.320.700;5.416.644.113.667.110;31289.0;40029.0;0;0;0;0;15.612.980.247.533.000;14.879.444.061.695.200;8.100.000.000.000.360;11.0
 Orhei;MDA.26_1;2022;12;7390;7390;0;0;267.0;312.0;4.087.550.744.248.980;7.405.412.719.891.740;30207.0;54726.0;0;0;0;5.0;15.172.701.586.494.400;14.135.959.690.051.300;8.0;12.0
 Rezina;MDA.27_1;2022;1;4846;4846;0;0;125.0;119.0;14.727.610.400.330.100;21.817.994.222.038.700;7137.0;10573.0;0;0;0;0;8.279.450.423.199.070;6.754.995.930.300.290;0;6.0
 Rezina;MDA.27_1;2022;2;4846;4846;0;0;120.0;127.0;13.227.404.044.572.800;19.558.398.679.323.100;6410.0;9478.0;0;0;0;0;7.842.617.654.394.130;7.213.284.932.360.740;0;6.0
 Rezina;MDA.27_1;2022;3;4846;4846;0;0;171.0;141.0;1.478.332.645.480.800;17.102.765.167.148.100;7164.0;8288.0;0;0;0;0;8.449.031.781.044.360;7.715.419.545.815.130;0;5.0
 Rezina;MDA.27_1;2022;4;4846;4846;0;0;137.0;126.0;13.617.416.425.918.200;2.082.955.014.444.900;6599.0;10094.0;0;0;0;0;77.486.418.191.436.500;7.119.762.189.627.800;0;6.0
 Rezina;MDA.27_1;2022;5;4846;4846;0;0;131.0;122.0;14.981.427.981.840.600;27.666.116.384.647.100;7260.0;13407.0;0;0;0;0;7.928.897.336.749.900;74.903.850.566.003.500;0;7.0
 Rezina;MDA.27_1;2022;6;4846;4846;0;0;150.0;118.0;19.909.203.466.776.700;4.452.538.175.815.100;9648.0;21577.0;0;0;0;0;8.880.501.677.751.430;916.979.492.892.139;5.0;10.0
 Rezina;MDA.27_1;2022;7;4846;4846;0;0;107.0;91.0;16.427.981.840.693.300;2.238.753.611.225.750;7961.0;10849.0;0;0;0;0;7.179.967.713.824.980;6.393.912.868.089.110;5.0;7.0
 Rezina;MDA.27_1;2022;8;4846;4846;0;0;137.0;82.0;16.351.630.210.482.800;38.829.962.855.963.600;7924.0;18817.0;0;0;0;5.0;7.183.448.558.066.190;6.151.691.278.907.700;5.0;7.0
 Rezina;MDA.27_1;2022;9;4846;4846;0;0;105.0;88.0;1.377.424.680.148.570;1.852.455.633.512.170;6675.0;8977.0;0;0;0;0;6.901.743.788.755.930;56.485.584.444.715.600;0;6.0
 Rezina;MDA.27_1;2022;10;4846;4846;0;0;79.0;67.0;10.030.953.363.598.800;1.192.117.210.070.160;4861.0;5777.0;0;0;0;0;5.403.277.646.121.860;4.908.072.365.534.230;0;5.0
 Rezina;MDA.27_1;2022;11;4846;4846;0;0;83.0;84.0;0.7546430045398267;13.962.030.540.652.000;3657.0;6766.0;0;0;0;0;4.122.837.119.337.510;4.076.529.818.910.250;0;5.0
 Rezina;MDA.27_1;2022;12;4846;4846;0;0;61.0;85.0;0.7548493602971523;3.509.492.364.836.970;3658.0;17007.0;0;0;0;5.0;4.012.638.952.869.030;5.352.437.689.330.240;0;6.0
 Rîşcani;MDA.28_1;2022;1;7382;7382;0;0;131.0;97.0;0.41370902194527226;1.271.606.610.674.610;3054.0;9387.0;0;0;0;0;4.125.676.264.475.290;4.209.535.381.241.920;0;5.0
 Rîşcani;MDA.28_1;2022;2;7375;7375;0;0;131.0;102.0;0.3464406779661017;0.6208813559322034;2555.0;4579.0;7.0;7.0;0;0;35.748.242.875.921.600;34.725.457.719.756.400;0;0
 Rîşcani;MDA.28_1;2022;3;7382;7382;0;0;125.0;125.0;0.45069086968301275;0.7892170143592523;3327.0;5826.0;0;0;0;0;4.046.993.516.948.240;4.294.812.066.282.380;0;0
 Rîşcani;MDA.28_1;2022;4;7382;7382;0;0;129.0;110.0;0.5494445949607153;16.823.354.104.578.700;4056.0;12419.0;0;0;0;0;4.523.688.406.977.100;46.939.967.617.983;0;6.0
 Rîşcani;MDA.28_1;2022;5;7382;7382;0;0;109.0;99.0;0.6170414521809807;14.834.733.134.651.800;4555.0;10951.0;0;0;0;0;49.610.563.613.179;4.708.855.997.964.850;0;5.0
 Rîşcani;MDA.28_1;2022;6;6155;6155;0;0;112.0;97.0;14.146.222.583.265.600;4.726.563.769.293.250;8707.0;29092.0;1227.0;1227.0;0;5.0;5.736.537.363.736.800;59.713.478.731.533.400;5.0;10.0
 Rîşcani;MDA.28_1;2022;7;7380;7380;0;0;85.0;80.0;0.779539295392954;13.420.054.200.542.000;5753.0;9904.0;2.0;2.0;0;0;4.095.544.383.667.610;4.079.640.412.706.680;0;5.0
 Rîşcani;MDA.28_1;2022;8;7382;7382;0;0;91.0;83.0;0.8299918721213764;2.737.875.914.386.340;6127.0;20211.0;0;0;0;0;3.953.838.896.701.080;4.113.596.112.167.120;0;6.0
 Rîşcani;MDA.28_1;2022;9;7382;7382;0;0;96.0;85.0;0.6173123814684367;10.773.503.115.686.800;4557.0;7953.0;0;0;0;0;4.028.480.083.741.930;37.222.527.680.799.700;0;5.0
 Rîşcani;MDA.28_1;2022;10;7382;7382;0;0;101.0;103.0;0.46206989975616364;0.6966946626930371;3411.0;5143.0;0;0;0;0;369.680.054.489.725;3.690.804.791.566.640;0;0
 Rîşcani;MDA.28_1;2022;11;7380;7380;0;0;97.0;87.0;0.39498644986449866;0.9355013550135501;2915.0;6904.0;2.0;2.0;0;0;3.431.632.195.553.830;34.795.433.663.939.300;0;5.0
 Rîşcani;MDA.28_1;2022;12;7382;7382;0;0;122.0;63.0;0.8561365483608778;2.926.307.233.811.970;6320.0;21602.0;0;0;0;0;4.043.505.233.398.640;4.233.401.634.369.910;0;6.0
 Sîngerei;MDA.29_1;2022;1;6807;6807;0;0;78.0;60.0;0.6070221830468635;17.656.823.857.793.400;4132.0;12019.0;0;0;0;0;4.206.995.097.198.850;45.005.796.503.305.900;0;6.0
 Sîngerei;MDA.29_1;2022;2;6807;6807;0;0;67.0;68.0;0.5368003525782283;0.9781107683267225;3654.0;6658.0;0;0;0;0;3.647.025.902.063.030;372.674.195.876.494;0;5.0
 Sîngerei;MDA.29_1;2022;3;6807;6807;0;0;82.0;70.0;0.6403702071397092;10.530.336.418.392.800;4359.0;7168.0;0;0;0;0;39.783.390.710.107.800;4.335.833.231.317.610;0;5.0
 Sîngerei;MDA.29_1;2022;4;6807;6807;0;0;71.0;62.0;0.7737623035110915;21.987.659.762.009.600;5267.0;14967.0;0;0;0;0;4.300.651.877.766.200;4.770.971.267.288.160;0;6.0
 Sîngerei;MDA.29_1;2022;5;6807;6807;0;0;58.0;55.0;0.8666079036286176;18.680.769.795.798.400;5899.0;12716.0;0;0;0;0;402.279.533.702.166;4.408.705.897.789.890;0;6.0
 Sîngerei;MDA.29_1;2022;6;6807;6807;0;0;61.0;72.0;16.556.485.970.324.600;4.740.561.187.013.360;11270.0;32269.0;0;0;0;5.0;4.909.865.411.820.610;5.674.691.183.824.100;6.0;10.0
 Sîngerei;MDA.29_1;2022;7;6807;6807;0;0;53.0;53.0;0.8965770530336419;13.944.468.929.043.600;6103.0;9492.0;0;0;0;0;4.053.433.149.146.410;40.884.144.805.743.600;0;5.0
 Sîngerei;MDA.29_1;2022;8;6807;6807;0;0;53.0;61.0;0.8892316732775084;2.608.050.536.212.720;6053.0;17753.0;0;0;0;0;4.076.477.664.072.390;438.898.080.027.697;0;6.0
 Sîngerei;MDA.29_1;2022;9;6807;6807;0;0;63.0;49.0;0.7418833553694726;11.527.838.989.275.700;5050.0;7847.0;0;0;0;0;4.007.585.892.122.090;3.601.966.081.338.270;0;5.0
 Sîngerei;MDA.29_1;2022;10;6807;6807;0;0;51.0;48.0;0.576318495666226;0.7689143528720435;3923.0;5234.0;0;0;0;0;33.454.920.574.021.600;3.339.281.506.688.520;0;0
 Sîngerei;MDA.29_1;2022;11;6807;6807;0;0;50.0;49.0;0.48494197149992657;0.9302188923167328;3301.0;6332.0;0;0;0;0;31.249.905.315.461.900;32.560.721.540.626.500;0;5.0
 Sîngerei;MDA.29_1;2022;12;6807;6807;0;0;50.0;44.0;0.6537387982958719;32.284.413.104.157.400;4450.0;21976.0;0;0;0;5.0;31.285.297.350.132.700;36.142.758.779.971;0;6.0
 Şoldăneşti;MDA.30_1;2022;1;3842;3842;0;0;61.0;63.0;0.6267568974492452;11.241.540.864.133.200;2408.0;4319.0;0;0;0;0;3.191.394.654.610.070;3.276.030.124.013.870;0;5.0
 Şoldăneşti;MDA.30_1;2022;2;3842;3842;0;0;58.0;60.0;0.2634044768349818;0.773555439875065;1012.0;2972.0;0;0;0;0;25.879.347.388.921.800;30.531.042.238.242.300;0;5.0
 Şoldăneşti;MDA.30_1;2022;3;3842;3842;0;0;63.0;64.0;0.30973451327433627;0.44429984383133786;1190.0;1707.0;0;0;0;0;2.847.568.344.870.740;30.518.075.717.715.700;0;0
 Şoldăneşti;MDA.30_1;2022;4;3842;3842;0;0;65.0;74.0;0.30765226444560123;0.7631441957313899;1182.0;2932.0;0;0;0;0;324.676.409.696.794;35.532.852.150.362.100;0;0
 Şoldăneşti;MDA.30_1;2022;5;3842;3842;0;0;66.0;72.0;0.3899010931806351;1.295.419.052.576.780;1498.0;4977.0;0;0;0;0;3.173.120.784.556.180;3.652.874.595.413.750;0;5.0
 Şoldăneşti;MDA.30_1;2022;6;3819;3819;0;0;60.0;57.0;0.6258182770358732;31.078.816.444.095.300;2390.0;11869.0;23.0;23.0;0;0;3.426.339.082.340.000;4.686.884.888.855.080;0;8.0
 Şoldăneşti;MDA.30_1;2022;7;3842;3842;0;0;63.0;58.0;0.540864133263925;1.079.385.736.595.520;2078.0;4147.0;0;0;0;0;33.009.741.093.435.300;36.846.964.404.106.000;0;5.0
 Şoldăneşti;MDA.30_1;2022;8;3842;3842;0;0;57.0;59.0;0.5010411244143675;3.021.343.050.494.530;1925.0;11608.0;0;0;0;5.0;3.019.393.149.462.470;36.345.359.546.849.700;0;6.0
 Şoldăneşti;MDA.30_1;2022;9;3842;3842;0;0;61.0;50.0;0.3867777199375325;0.7420614263404477;1486.0;2851.0;0;0;0;0;30.999.843.960.318.600;30.042.215.167.637.700;0;0
 Şoldăneşti;MDA.30_1;2022;10;3842;3842;0;0;63.0;55.0;0.3370640291514836;0.5715773034877668;1295.0;2196.0;0;0;0;0;2.979.214.043.167.240;3.206.773.813.813.030;0;0
 Şoldăneşti;MDA.30_1;2022;11;3842;3842;0;0;58.0;59.0;0.314679854242582;0.7175950026028111;1209.0;2757.0;0;0;0;0;2.941.232.131.060.390;3.118.206.956.253.230;0;0
